Country or Area Code,Country or Area,Year,Value,Value Footnotes
LCN,Latin America & Caribbean (all income levels),1970,1.75655E+11,
LCN,Latin America & Caribbean (all income levels),1969,1.61568E+11,
LCN,Latin America & Caribbean (all income levels),1968,1.44248E+11,
LCN,Latin America & Caribbean (all income levels),1967,1.33851E+11,
LCN,Latin America & Caribbean (all income levels),1966,1.30711E+11,
LCN,Latin America & Caribbean (all income levels),1965,1.19172E+11,
LCN,Latin America & Caribbean (all income levels),1964,1.10336E+11,
LCN,Latin America & Caribbean (all income levels),1963,99160201991,
LCN,Latin America & Caribbean (all income levels),1962,98817201230,
LCN,Latin America & Caribbean (all income levels),1961,85889113534,
LCN,Latin America & Caribbean (all income levels),1960,80916774748,
LAC,Latin America & Caribbean (developing only),2012,5.34315E+12,
LAC,Latin America & Caribbean (developing only),2011,5.37538E+12,
LAC,Latin America & Caribbean (developing only),2010,4.79161E+12,
LAC,Latin America & Caribbean (developing only),2009,3.86429E+12,
LAC,Latin America & Caribbean (developing only),2008,4.12787E+12,
LAC,Latin America & Caribbean (developing only),2007,3.53417E+12,
LAC,Latin America & Caribbean (developing only),2006,2.98218E+12,
LAC,Latin America & Caribbean (developing only),2005,2.53944E+12,
LAC,Latin America & Caribbean (developing only),2004,2.09627E+12,
LAC,Latin America & Caribbean (developing only),2003,1.82475E+12,
LAC,Latin America & Caribbean (developing only),2002,1.7008E+12,
LAC,Latin America & Caribbean (developing only),2001,1.90683E+12,
LAC,Latin America & Caribbean (developing only),2000,1.95946E+12,
LAC,Latin America & Caribbean (developing only),1999,1.75882E+12,
LAC,Latin America & Caribbean (developing only),1998,1.98564E+12,
LAC,Latin America & Caribbean (developing only),1997,1.98366E+12,
LAC,Latin America & Caribbean (developing only),1996,1.82029E+12,
LAC,Latin America & Caribbean (developing only),1995,1.68536E+12,
LAC,Latin America & Caribbean (developing only),1994,1.54475E+12,
LAC,Latin America & Caribbean (developing only),1993,1.34404E+12,
LAC,Latin America & Caribbean (developing only),1992,1.23596E+12,
LAC,Latin America & Caribbean (developing only),1991,1.14455E+12,
LAC,Latin America & Caribbean (developing only),1990,1.08041E+12,
LAC,Latin America & Caribbean (developing only),1989,9.22575E+11,
LAC,Latin America & Caribbean (developing only),1988,8.42499E+11,
LAC,Latin America & Caribbean (developing only),1987,7.41858E+11,
LAC,Latin America & Caribbean (developing only),1986,7.08715E+11,
LAC,Latin America & Caribbean (developing only),1985,6.96579E+11,
LAC,Latin America & Caribbean (developing only),1984,6.74356E+11,
LAC,Latin America & Caribbean (developing only),1983,6.85726E+11,
LAC,Latin America & Caribbean (developing only),1982,7.72188E+11,
LAC,Latin America & Caribbean (developing only),1981,8.21511E+11,
LAC,Latin America & Caribbean (developing only),1980,7.11762E+11,
LAC,Latin America & Caribbean (developing only),1979,6.01054E+11,
LAC,Latin America & Caribbean (developing only),1978,5.0817E+11,
LAC,Latin America & Caribbean (developing only),1977,4.48319E+11,
LAC,Latin America & Caribbean (developing only),1976,4.1031E+11,
LAC,Latin America & Caribbean (developing only),1975,3.70228E+11,
LAC,Latin America & Caribbean (developing only),1974,3.43773E+11,
LAC,Latin America & Caribbean (developing only),1973,2.58134E+11,
LAC,Latin America & Caribbean (developing only),1972,1.97628E+11,
LAC,Latin America & Caribbean (developing only),1971,1.7441E+11,
LAC,Latin America & Caribbean (developing only),1970,1.57119E+11,
LAC,Latin America & Caribbean (developing only),1969,1.44684E+11,
LAC,Latin America & Caribbean (developing only),1968,1.2959E+11,
LAC,Latin America & Caribbean (developing only),1967,1.19914E+11,
LAC,Latin America & Caribbean (developing only),1966,1.16984E+11,
LAC,Latin America & Caribbean (developing only),1965,1.06709E+11,
LAC,Latin America & Caribbean (developing only),1964,98449301111,
LAC,Latin America & Caribbean (developing only),1963,88375045361,
LAC,Latin America & Caribbean (developing only),1962,88187096916,
LAC,Latin America & Caribbean (developing only),1961,76514383965,
LAC,Latin America & Caribbean (developing only),1960,72855943964,
LVA,Latvia,2012,28324131627,
LVA,Latvia,2011,28417293458,
LVA,Latvia,2010,24054293524,
LVA,Latvia,2009,25875781250,
LVA,Latvia,2008,33669367720,
LVA,Latvia,2007,28765687042,
LVA,Latvia,2006,19935046397,
LVA,Latvia,2005,16041840426,
LVA,Latvia,2004,13761569545,
LVA,Latvia,2003,11186452601,
LVA,Latvia,2002,9314784080,
LVA,Latvia,2001,8313047744,
LVA,Latvia,2000,7833068425,
LVA,Latvia,1999,7288524473,
LVA,Latvia,1998,6616957681,
LVA,Latvia,1997,6133234180,
LVA,Latvia,1996,5585292783,
LVA,Latvia,1995,5235719779,
LVA,Latvia,1994,5060854731,
LVA,Latvia,1993,4467987271,
LVA,Latvia,1992,4848056772,
LVA,Latvia,1991,6756418264,
LVA,Latvia,1990,7447002857,
LVA,Latvia,1989,7690315589,
LVA,Latvia,1988,6827011059,
LVA,Latvia,1987,5715853653,
LDC,Least developed countries: UN classification,2012,7.03354E+11,
LDC,Least developed countries: UN classification,2011,6.66435E+11,
LDC,Least developed countries: UN classification,2010,5.89729E+11,
LDC,Least developed countries: UN classification,2009,5.24179E+11,
LDC,Least developed countries: UN classification,2008,5.27769E+11,
LDC,Least developed countries: UN classification,2007,4.27595E+11,
LDC,Least developed countries: UN classification,2006,3.505E+11,
LDC,Least developed countries: UN classification,2005,3.02071E+11,
LDC,Least developed countries: UN classification,2004,2.59558E+11,
LDC,Least developed countries: UN classification,2003,2.2191E+11,
LDC,Least developed countries: UN classification,2002,1.96381E+11,
LDC,Least developed countries: UN classification,2001,1.83007E+11,
LDC,Least developed countries: UN classification,2000,1.78316E+11,
LDC,Least developed countries: UN classification,1999,1.70916E+11,
LDC,Least developed countries: UN classification,1998,1.69345E+11,
LDC,Least developed countries: UN classification,1997,1.6841E+11,
LDC,Least developed countries: UN classification,1996,1.58701E+11,
LDC,Least developed countries: UN classification,1995,1.48774E+11,
LDC,Least developed countries: UN classification,1994,1.30468E+11,
LDC,Least developed countries: UN classification,1993,1.40256E+11,
LDC,Least developed countries: UN classification,1992,1.38543E+11,
LDC,Least developed countries: UN classification,1991,1.57001E+11,
LDC,Least developed countries: UN classification,1990,1.52498E+11,
LDC,Least developed countries: UN classification,1989,1.46645E+11,
LDC,Least developed countries: UN classification,1988,1.44842E+11,
LDC,Least developed countries: UN classification,1987,1.4167E+11,
LDC,Least developed countries: UN classification,1986,1.28479E+11,
LDC,Least developed countries: UN classification,1985,1.1838E+11,
LDC,Least developed countries: UN classification,1984,1.09194E+11,
LDC,Least developed countries: UN classification,1983,1.08543E+11,
LDC,Least developed countries: UN classification,1982,1.16093E+11,
LDC,Least developed countries: UN classification,1981,1.16135E+11,
LBN,Lebanon,2012,42945273632,
LBN,Lebanon,2011,40094328358,
LBN,Lebanon,2010,37124378109,
LBN,Lebanon,2009,34650746269,
LBN,Lebanon,2008,30079601990,
LBN,Lebanon,2007,25056716418,
LBN,Lebanon,2006,22438474295,
LBN,Lebanon,2005,21860696517,
LBN,Lebanon,2004,21789054726,
LBN,Lebanon,2003,20082918740,
LBN,Lebanon,2002,19152238806,
LBN,Lebanon,2001,17649751244,
LBN,Lebanon,2000,17260364842,
LBN,Lebanon,1999,17391056437,
LBN,Lebanon,1998,17247179483,
LBN,Lebanon,1997,15751867489,
LBN,Lebanon,1996,13690217121,
LBN,Lebanon,1995,11718795352,
LBN,Lebanon,1994,9599127189,
LBN,Lebanon,1993,7535259914,
LBN,Lebanon,1992,5545921821,
LBN,Lebanon,1991,4451497337,
LBN,Lebanon,1990,2838485398,
LBN,Lebanon,1989,2717998713,
LBN,Lebanon,1988,3313539979,
LSO,Lesotho,2012,2447573299,
LSO,Lesotho,2011,2524537450,
LSO,Lesotho,2010,2203867071,
LSO,Lesotho,2009,1716846757,
LSO,Lesotho,2008,1630630169,
LSO,Lesotho,2007,1597450374,
LSO,Lesotho,2006,1428886922,
LSO,Lesotho,2005,1368405301,
LSO,Lesotho,2004,1234197704,
LSO,Lesotho,2003,969181551,
LSO,Lesotho,2002,656802669.1,
LSO,Lesotho,2001,706430933,
LSO,Lesotho,2000,771200632.5,
LSO,Lesotho,1999,801540664.7,
LSO,Lesotho,1998,819422421.8,
LSO,Lesotho,1997,859816180.5,
LSO,Lesotho,1996,815937451,
LSO,Lesotho,1995,859092080.8,
LSO,Lesotho,1994,755041471.9,
LSO,Lesotho,1993,721599288,
LSO,Lesotho,1992,720543405.4,
LSO,Lesotho,1991,608767924,
LSO,Lesotho,1990,544578771.2,
LSO,Lesotho,1989,451447042.2,
LSO,Lesotho,1988,429740033.7,
LSO,Lesotho,1987,369345623,
LSO,Lesotho,1986,290586782.6,
LSO,Lesotho,1985,247680797,
LSO,Lesotho,1984,302993843.6,
LSO,Lesotho,1983,355443856.1,
LSO,Lesotho,1982,326943105.1,
LSO,Lesotho,1981,434174015.4,
LSO,Lesotho,1980,431542682.2,
LSO,Lesotho,1979,290134729.7,
LSO,Lesotho,1978,266569999.8,
LSO,Lesotho,1977,193314999.8,
LSO,Lesotho,1976,147659999.9,
LSO,Lesotho,1975,149558945.4,
LSO,Lesotho,1974,150851315.7,
LSO,Lesotho,1973,121188698.6,
LSO,Lesotho,1972,80915356.83,
LSO,Lesotho,1971,76480285.11,
LSO,Lesotho,1970,68739972.53,
LSO,Lesotho,1969,65967973.64,
LSO,Lesotho,1968,61445975.45,
LSO,Lesotho,1967,59261976.32,
LSO,Lesotho,1966,56699977.34,
LSO,Lesotho,1965,54879978.07,
LSO,Lesotho,1964,51939979.24,
LSO,Lesotho,1963,47039981.2,
LSO,Lesotho,1962,41859983.27,
LSO,Lesotho,1961,35699985.73,
LSO,Lesotho,1960,34579986.18,
LBR,Liberia,2012,1767121781,
LBR,Liberia,2011,1545412512,
LBR,Liberia,2010,1292696476,
LBR,Liberia,2009,1155146230,
LBR,Liberia,2008,850040458.8,
LBR,Liberia,2007,739026892.2,
LBR,Liberia,2006,604028581.8,
LBR,Liberia,2005,542000000,
LBR,Liberia,2004,467000000,
LBR,Liberia,2003,409000000,
LBR,Liberia,2002,536000000,
LBR,Liberia,2001,515000000,
LBR,Liberia,2000,529064646.7,
LBR,Liberia,1999,441800019.4,
LBR,Liberia,1998,359599999,
LBR,Liberia,1997,295900000,
LBR,Liberia,1996,159400000,
LBR,Liberia,1995,134800000,
LBR,Liberia,1994,132200000,
LBR,Liberia,1993,160400000,
LBR,Liberia,1992,223500000,
LBR,Liberia,1991,348000000,
LBR,Liberia,1990,384400000,
LBR,Liberia,1989,786300000,
LBR,Liberia,1988,1038300000,
LBR,Liberia,1987,972800000,
LBR,Liberia,1986,840964416,
LBR,Liberia,1985,851296080,
LBR,Liberia,1984,848478336,
LBR,Liberia,1983,823374944,
LBR,Liberia,1982,863933152,
LBR,Liberia,1981,846514496,
LBR,Liberia,1980,854711504,
LBR,Liberia,1979,814067872,
LBR,Liberia,1978,717240448,
LBR,Liberia,1977,673010608,
LBR,Liberia,1976,596675728,
LBR,Liberia,1975,577549312,
LBR,Liberia,1974,486955024,
LBR,Liberia,1973,386968288,
LBR,Liberia,1972,368098032,
LBR,Liberia,1971,341543056,
LBR,Liberia,1970,323099728,
LBR,Liberia,1969,306961824,
LBR,Liberia,1968,276820652,
LBR,Liberia,1967,261024284,
LBR,Liberia,1966,244459452,
LBR,Liberia,1965,229260776,
LBR,Liberia,1964,218929096,
LBR,Liberia,1963,200229616,
LBR,Liberia,1962,191861808,
LBR,Liberia,1961,183920944,
LBR,Liberia,1960,190495648,
LBY,Libya,2009,62360446571,
LBY,Libya,2008,93167701863,
LBY,Libya,2007,71803278689,
LBY,Libya,2006,56484375000,
LBY,Libya,2005,44000000000,
LBY,Libya,2004,33384615385,
LBY,Libya,2003,24062500000,
LBY,Libya,2002,19842519685,
LBY,Libya,2001,28420321952,
LBY,Libya,2000,33896600871,
LBY,Libya,1999,30484399896,
LBY,Libya,1998,27251534530,
LBY,Libya,1997,30700897875,
LBY,Libya,1996,27884615385,
LBY,Libya,1995,25541379187,
LBY,Libya,1994,28610549763,
LBY,Libya,1993,30660051911,
LBY,Libya,1992,33887047909,
LBY,Libya,1991,31992732972,
LBY,Libya,1990,28904898118,
LIE,Liechtenstein,2009,4826167676,
LIE,Liechtenstein,2008,4929414915,
LIE,Liechtenstein,2007,4602346923,
LIE,Liechtenstein,2006,3988775844,
LIE,Liechtenstein,2005,3658356378,
LIE,Liechtenstein,2004,3454374261,
LIE,Liechtenstein,2003,3070803431,
LIE,Liechtenstein,2002,2688617885,
LIE,Liechtenstein,2001,2491800559,
LIE,Liechtenstein,2000,2483890594,
LIE,Liechtenstein,1999,2664105901,
LIE,Liechtenstein,1998,2479698579,
LIE,Liechtenstein,1997,2298390584,
LIE,Liechtenstein,1996,2504013004,
LIE,Liechtenstein,1995,2428524750,
LIE,Liechtenstein,1994,1948128896,
LIE,Liechtenstein,1993,1673085623,
LIE,Liechtenstein,1992,1631176617,
LIE,Liechtenstein,1991,1484160640,
LIE,Liechtenstein,1990,1421508901,
LIE,Liechtenstein,1989,1119983791,
LIE,Liechtenstein,1988,1161757671,
LIE,Liechtenstein,1987,1052849231,
LIE,Liechtenstein,1986,779357947,
LIE,Liechtenstein,1985,529073612.5,
LIE,Liechtenstein,1984,502620920.7,
LIE,Liechtenstein,1983,524023708.3,
LIE,Liechtenstein,1982,522096760.5,
LIE,Liechtenstein,1981,511647837.1,
LIE,Liechtenstein,1980,534699256.8,
LIE,Liechtenstein,1979,503173087.2,
LIE,Liechtenstein,1978,436912093.1,
LIE,Liechtenstein,1977,303493105.4,
LIE,Liechtenstein,1976,272489354.1,
LIE,Liechtenstein,1975,246389070.1,
LIE,Liechtenstein,1974,193980461.9,
LIE,Liechtenstein,1973,165928854,
LIE,Liechtenstein,1972,124940284.9,
LIE,Liechtenstein,1971,104889797.8,
LIE,Liechtenstein,1970,90099360.77,
LTU,Lithuania,2012,42086555101,
LTU,Lithuania,2011,42890914111,
LTU,Lithuania,2010,36644563174,
LTU,Lithuania,2009,36846183172,
LTU,Lithuania,2008,47252926429,
LTU,Lithuania,2007,39103973051,
LTU,Lithuania,2006,30088510798,
LTU,Lithuania,2005,25962254181,
LTU,Lithuania,2004,22551543054,
LTU,Lithuania,2003,18608709857,
LTU,Lithuania,2002,14163949142,
LTU,Lithuania,2001,12159225000,
LTU,Lithuania,2000,11434200000,
LTU,Lithuania,1999,10971375000,
LTU,Lithuania,1998,11254050000,
LTU,Lithuania,1997,10128700000,
LTU,Lithuania,1996,8426600000,
LTU,Lithuania,1995,7904895791,
LTU,Lithuania,1994,6958636950,
LTU,Lithuania,1993,7424597884,
LTU,Lithuania,1992,8562311027,
LTU,Lithuania,1991,10287023246,
LTU,Lithuania,1990,10506695074,
LMY,Low & middle income,2012,2.28699E+13,
LMY,Low & middle income,2011,2.15822E+13,
LMY,Low & middle income,2010,1.85886E+13,
LMY,Low & middle income,2009,1.54386E+13,
LMY,Low & middle income,2008,1.54712E+13,
LMY,Low & middle income,2007,1.29704E+13,
LMY,Low & middle income,2006,1.05287E+13,
LMY,Low & middle income,2005,8.94256E+12,
LMY,Low & middle income,2004,7.58633E+12,
LMY,Low & middle income,2003,6.46396E+12,
LMY,Low & middle income,2002,5.68101E+12,
LMY,Low & middle income,2001,5.58027E+12,
LMY,Low & middle income,2000,5.55576E+12,
LMY,Low & middle income,1999,5.13465E+12,
LMY,Low & middle income,1998,5.20355E+12,
LMY,Low & middle income,1997,5.2553E+12,
LMY,Low & middle income,1996,4.96696E+12,
LMY,Low & middle income,1995,4.52795E+12,
LMY,Low & middle income,1994,3.96264E+12,
LMY,Low & middle income,1993,3.59127E+12,
LMY,Low & middle income,1992,3.41759E+12,
LMY,Low & middle income,1991,3.20813E+12,
LMY,Low & middle income,1990,3.1571E+12,
LMY,Low & middle income,1989,2.85416E+12,
LMY,Low & middle income,1988,2.68472E+12,
LMY,Low & middle income,1987,2.48898E+12,
LMY,Low & middle income,1986,2.41848E+12,
LMY,Low & middle income,1985,2.31625E+12,
LMY,Low & middle income,1984,2.2002E+12,
LMY,Low & middle income,1983,2.17009E+12,
LMY,Low & middle income,1982,2.21518E+12,
LMY,Low & middle income,1981,2.23071E+12,
LMY,Low & middle income,1980,2.07388E+12,
LMY,Low & middle income,1979,1.7813E+12,
LMY,Low & middle income,1978,1.50097E+12,
LMY,Low & middle income,1977,1.37773E+12,
LMY,Low & middle income,1976,1.22346E+12,
LMY,Low & middle income,1975,1.13176E+12,
LMY,Low & middle income,1974,1.02279E+12,
LMY,Low & middle income,1973,8.01885E+11,
LMY,Low & middle income,1972,6.3432E+11,
LMY,Low & middle income,1971,5.66319E+11,
LMY,Low & middle income,1970,5.25444E+11,
LMY,Low & middle income,1969,4.78485E+11,
LMY,Low & middle income,1968,4.26997E+11,
LMY,Low & middle income,1967,4.03371E+11,
LMY,Low & middle income,1966,3.96922E+11,
LMY,Low & middle income,1965,3.63161E+11,
LMY,Low & middle income,1964,3.24943E+11,
LMY,Low & middle income,1963,2.96039E+11,
LMY,Low & middle income,1962,2.7893E+11,
LMY,Low & middle income,1961,2.70454E+11,
LMY,Low & middle income,1960,2.88817E+11,
LIC,Low income,2012,5.01001E+11,
LIC,Low income,2011,4.69682E+11,
LIC,Low income,2010,4.17173E+11,
LIC,Low income,2009,3.81914E+11,
LIC,Low income,2008,3.631E+11,
LIC,Low income,2007,3.06279E+11,
LIC,Low income,2006,2.60446E+11,
LIC,Low income,2005,2.37587E+11,
LIC,Low income,2004,2.1464E+11,
LIC,Low income,2003,1.91721E+11,
LIC,Low income,2002,1.74193E+11,
LIC,Low income,2001,1.66619E+11,
LIC,Low income,2000,1.63009E+11,
LIC,Low income,1999,1.63325E+11,
LIC,Low income,1998,1.64532E+11,
LIC,Low income,1997,1.60944E+11,
LIC,Low income,1996,1.54497E+11,
LIC,Low income,1995,1.38173E+11,
LIC,Low income,1994,1.20664E+11,
LIC,Low income,1993,1.30237E+11,
LIC,Low income,1992,1.32159E+11,
LIC,Low income,1991,1.43768E+11,
LIC,Low income,1990,1.42083E+11,
LIC,Low income,1989,1.32912E+11,
LIC,Low income,1988,1.32281E+11,
LIC,Low income,1987,1.2247E+11,
LIC,Low income,1986,1.15434E+11,
LIC,Low income,1985,1.06594E+11,
LIC,Low income,1984,1.01953E+11,
LIC,Low income,1983,1.04149E+11,
LIC,Low income,1982,1.11134E+11,
LIC,Low income,1981,1.10232E+11,
LIC,Low income,1980,1.10921E+11,
LIC,Low income,1979,1.01953E+11,
LIC,Low income,1978,91540191877,
LIC,Low income,1977,76379928863,
LIC,Low income,1976,68358955648,
LIC,Low income,1975,82172582487,
LIC,Low income,1974,65385150076,
LIC,Low income,1973,51888111476,
LIC,Low income,1972,42559653953,
LIC,Low income,1971,43638354938,
LIC,Low income,1970,40884367966,
LIC,Low income,1969,39203881240,
LIC,Low income,1968,35038119136,
LIC,Low income,1967,33629505082,
LIC,Low income,1966,33195993447,
LIC,Low income,1965,30137265173,
LIC,Low income,1964,25975164727,
LIC,Low income,1963,30087935194,
LIC,Low income,1962,25247469975,
LIC,Low income,1961,23266222502,
LIC,Low income,1960,22464509084,
LMC,Lower middle income,2012,4.81019E+12,
LMC,Lower middle income,2011,4.67155E+12,
LMC,Lower middle income,2010,4.15028E+12,
LMC,Lower middle income,2009,3.39713E+12,
LMC,Lower middle income,2008,3.31593E+12,
LMC,Lower middle income,2007,2.97303E+12,
LMC,Lower middle income,2006,2.40811E+12,
LMC,Lower middle income,2005,2.03222E+12,
LMC,Lower middle income,2004,1.7616E+12,
LMC,Lower middle income,2003,1.53603E+12,
LMC,Lower middle income,2002,1.34009E+12,
LMC,Lower middle income,2001,1.25078E+12,
LMC,Lower middle income,2000,1.23443E+12,
LMC,Lower middle income,1999,1.16717E+12,
LMC,Lower middle income,1998,1.0735E+12,
LMC,Lower middle income,1997,1.19511E+12,
LMC,Lower middle income,1996,1.15728E+12,
LMC,Lower middle income,1995,1.06024E+12,
LMC,Lower middle income,1994,9.50924E+11,
LMC,Lower middle income,1993,8.74433E+11,
LMC,Lower middle income,1992,8.69835E+11,
LMC,Lower middle income,1991,8.27091E+11,
LMC,Lower middle income,1990,8.58408E+11,
LMC,Lower middle income,1989,8.03569E+11,
LMC,Lower middle income,1988,7.92151E+11,
LMC,Lower middle income,1987,7.56285E+11,
LMC,Lower middle income,1986,6.86874E+11,
LMC,Lower middle income,1985,6.59856E+11,
LMC,Lower middle income,1984,6.31117E+11,
LMC,Lower middle income,1983,6.3867E+11,
LMC,Lower middle income,1982,6.5129E+11,
LMC,Lower middle income,1981,6.45413E+11,
LMC,Lower middle income,1980,6.10101E+11,
LMC,Lower middle income,1979,4.89982E+11,
LMC,Lower middle income,1978,4.31606E+11,
LMC,Lower middle income,1977,3.86802E+11,
LMC,Lower middle income,1976,3.36535E+11,
LMC,Lower middle income,1975,2.98606E+11,
LMC,Lower middle income,1974,2.75264E+11,
LMC,Lower middle income,1973,2.16181E+11,
LMC,Lower middle income,1972,1.81754E+11,
LMC,Lower middle income,1971,1.6769E+11,
LMC,Lower middle income,1970,1.61004E+11,
LUX,Luxembourg,2012,57117125225,
LUX,Luxembourg,2011,59200833333,
LUX,Luxembourg,2010,52507236842,
LUX,Luxembourg,2009,50047718739,
LUX,Luxembourg,2008,54742739957,
LUX,Luxembourg,2007,51320626630,
LUX,Luxembourg,2006,42544669011,
LUX,Luxembourg,2005,37643013481,
LUX,Luxembourg,2004,34077095478,
LUX,Luxembourg,2003,29144582393,
LUX,Luxembourg,2002,22568793525,
LUX,Luxembourg,2001,20196868009,
LUX,Luxembourg,2000,20267551133,
LUX,Luxembourg,1999,21185382485,
LUX,Luxembourg,1998,19351522561,
LUX,Luxembourg,1997,18514433920,
LUX,Luxembourg,1996,20579153094,
LUX,Luxembourg,1995,20673371648,
LUX,Luxembourg,1994,17549235946,
LUX,Luxembourg,1993,15788267747,
LUX,Luxembourg,1992,15384954868,
LUX,Luxembourg,1991,13714989141,
LUX,Luxembourg,1990,12668658432,
LUX,Luxembourg,1989,9951164658,
LUX,Luxembourg,1988,9336997886,
LUX,Luxembourg,1987,8249188100,
LUX,Luxembourg,1986,6627975487,
LUX,Luxembourg,1985,4537763200,
LUX,Luxembourg,1984,4400183011,
LUX,Luxembourg,1983,4485226128,
LUX,Luxembourg,1982,4562651737,
LUX,Luxembourg,1981,5010110736,
LUX,Luxembourg,1980,5967924324,
LUX,Luxembourg,1979,5469434740,
LUX,Luxembourg,1978,4677872753,
LUX,Luxembourg,1977,3756663105,
LUX,Luxembourg,1976,3394079657,
LUX,Luxembourg,1975,3096414882,
LUX,Luxembourg,1974,3156198934,
LUX,Luxembourg,1973,2587382708,
LUX,Luxembourg,1972,1885307919,
LUX,Luxembourg,1971,1505684113,
LUX,Luxembourg,1970,1445204631,
LUX,Luxembourg,1969,1234878981,
LUX,Luxembourg,1968,1066447131,
LUX,Luxembourg,1967,974721762.5,
LUX,Luxembourg,1966,968440149.5,
LUX,Luxembourg,1965,921600736.3,
LUX,Luxembourg,1964,903158753.9,
LUX,Luxembourg,1963,791140595.8,
LUX,Luxembourg,1962,741509480.8,
LUX,Luxembourg,1961,704145671.4,
LUX,Luxembourg,1960,703925705.9,
MAC,"Macao SAR, China",2012,43582271462,
MAC,"Macao SAR, China",2011,36796998498,
MAC,"Macao SAR, China",2010,28359706123,
MAC,"Macao SAR, China",2009,21313263933,
MAC,"Macao SAR, China",2008,20731022857,
MAC,"Macao SAR, China",2007,18054684854,
MAC,"Macao SAR, China",2006,14568709574,
MAC,"Macao SAR, China",2005,11792570016,
MAC,"Macao SAR, China",2004,10258324479,
MAC,"Macao SAR, China",2003,7926373572,
MAC,"Macao SAR, China",2002,7008026415,
MAC,"Macao SAR, China",2001,6514271488,
MAC,"Macao SAR, China",2000,6101794939,
MAC,"Macao SAR, China",1999,5916957025,
MAC,"Macao SAR, China",1998,6186475688,
MAC,"Macao SAR, China",1997,6674552885,
MAC,"Macao SAR, China",1996,6628525683,
MAC,"Macao SAR, China",1995,6560672251,
MAC,"Macao SAR, China",1994,5868546011,
MAC,"Macao SAR, China",1993,5280218135,
MAC,"Macao SAR, China",1992,4581185871,
MAC,"Macao SAR, China",1991,3464946372,
MAC,"Macao SAR, China",1990,2990180516,
MAC,"Macao SAR, China",1989,2478807841,
MAC,"Macao SAR, China",1988,2087122776,
MAC,"Macao SAR, China",1987,1786734514,
MAC,"Macao SAR, China",1986,1376075268,
MAC,"Macao SAR, China",1985,1222072821,
MAC,"Macao SAR, China",1984,1182693473,
MAC,"Macao SAR, China",1983,1016585687,
MAC,"Macao SAR, China",1982,1021654718,
MKD,"Macedonia, FYR",2012,9617364880,
MKD,"Macedonia, FYR",2011,10395193850,
MKD,"Macedonia, FYR",2010,9338675752,
MKD,"Macedonia, FYR",2009,9313573965,
MKD,"Macedonia, FYR",2008,9834038367,
MKD,"Macedonia, FYR",2007,8159825620,
MKD,"Macedonia, FYR",2006,6560546900,
MKD,"Macedonia, FYR",2005,5985809060,
MKD,"Macedonia, FYR",2004,5514253043,
MKD,"Macedonia, FYR",2003,4756221629,
MKD,"Macedonia, FYR",2002,3791306758,
MKD,"Macedonia, FYR",2001,3436961385,
MKD,"Macedonia, FYR",2000,3586883989,
MKD,"Macedonia, FYR",1999,3673288166,
MKD,"Macedonia, FYR",1998,3571043202,
MKD,"Macedonia, FYR",1997,3735312201,
MKD,"Macedonia, FYR",1996,4422159849,
MKD,"Macedonia, FYR",1995,4449375526,
MKD,"Macedonia, FYR",1994,3381270267,
MKD,"Macedonia, FYR",1993,2550194959,
MKD,"Macedonia, FYR",1992,2316618515,
MKD,"Macedonia, FYR",1991,4694744807,
MKD,"Macedonia, FYR",1990,4471828622,
MDG,Madagascar,2012,9975124872,
MDG,Madagascar,2011,9911781297,
MDG,Madagascar,2010,8837041787,
MDG,Madagascar,2009,8589560142,
MDG,Madagascar,2008,9394330368,
MDG,Madagascar,2007,7342905883,
MDG,Madagascar,2006,5515236338,
MDG,Madagascar,2005,5038577519,
MDG,Madagascar,2004,4363934417,
MDG,Madagascar,2003,5474030228,
MDG,Madagascar,2002,4397254715,
MDG,Madagascar,2001,4529575233,
MDG,Madagascar,2000,3877673635,
MDG,Madagascar,1999,3717515283,
MDG,Madagascar,1998,3738704582,
MDG,Madagascar,1997,3545776813,
MDG,Madagascar,1996,3995028429,
MDG,Madagascar,1995,3159901109,
MDG,Madagascar,1994,2977040884,
MDG,Madagascar,1993,3370842211,
MDG,Madagascar,1992,3024459294,
MDG,Madagascar,1991,2653141958,
MDG,Madagascar,1990,3081479800,
MDG,Madagascar,1989,2498059015,
MDG,Madagascar,1988,2442507588,
MDG,Madagascar,1987,2565634382,
MDG,Madagascar,1986,3258288890,
MDG,Madagascar,1985,2857889713,
MDG,Madagascar,1984,2939485472,
MDG,Madagascar,1983,3511573992,
MDG,Madagascar,1982,3526198069,
MDG,Madagascar,1981,3594868209,
MDG,Madagascar,1980,4042139902,
MDG,Madagascar,1979,3463565882,
MDG,Madagascar,1978,2669755115,
MDG,Madagascar,1977,2358930407,
MDG,Madagascar,1976,2181844194,
MDG,Madagascar,1975,2283049234,
MDG,Madagascar,1974,1917508190,
MDG,Madagascar,1973,1653062348,
MDG,Madagascar,1972,1341590682,
MDG,Madagascar,1971,1199507630,
MDG,Madagascar,1970,1111859570,
MDG,Madagascar,1969,1056391055,
MDG,Madagascar,1968,1031669637,
MDG,Madagascar,1967,956436931.5,
MDG,Madagascar,1966,900264582.9,
MDG,Madagascar,1965,833563473.1,
MDG,Madagascar,1964,802482183.8,
MDG,Madagascar,1963,759345862.9,
MDG,Madagascar,1962,739286907,
MDG,Madagascar,1961,699161943.3,
MDG,Madagascar,1960,673081724.9,
MWI,Malawi,2012,4263794984,
