Country or Area Code,Country or Area,Year,Value,Value Footnotes,
GEO,Georgia,2010,26.9,185,
GEO,Georgia,2009,20.07,1,
GEO,Georgia,2008,10.01,1,
GEO,Georgia,2007,8.26,186,
GEO,Georgia,2006,7.526876845,187,
GEO,Georgia,2005,6.079457629,1,
GEO,Georgia,2004,3.886221354,187,
GEO,Georgia,2003,2.558816481,187,
GEO,Georgia,2002,1.58787563,187,
GEO,Georgia,2001,0.992344436,187,
GEO,Georgia,2000,0.484746299,4,
GEO,Georgia,1999,0.416343567,4,
GEO,Georgia,1998,0.102830957,4,
GEO,Georgia,1997,0.060930333,4,
GEO,Georgia,1996,0.040065419,4,
GEO,Georgia,1995,0.011836885,4,
GEO,Georgia,1990,0,4,
DEU,Germany,2012,84,23,
DEU,Germany,2011,83,23,
DEU,Germany,2010,82,23,
DEU,Germany,2009,79,23,
DEU,Germany,2008,78,23,
DEU,Germany,2007,75.16,23,
DEU,Germany,2006,72.16,23,
DEU,Germany,2005,68.71,23,
DEU,Germany,2004,64.73,23,
DEU,Germany,2003,55.9,23,
DEU,Germany,2002,48.82,25,
DEU,Germany,2001,31.65093942,188,
DEU,Germany,2000,30.2163466,188,
DEU,Germany,1999,20.84598264,188,
DEU,Germany,1998,9.877852428,188,
DEU,Germany,1997,6.711087477,188,
DEU,Germany,1996,3.054805234,188,
DEU,Germany,1995,1.837737754,188,
DEU,Germany,1994,0.922541043,188,
DEU,Germany,1993,0.463635096,188,
DEU,Germany,1992,0.43528529,188,
DEU,Germany,1991,0.250274153,188,
DEU,Germany,1990,0.125892223,188,
GHA,Ghana,2012,17.10767832,1,
GHA,Ghana,2011,14.11,1,
GHA,Ghana,2010,7.8,189,
GHA,Ghana,2009,5.44,190,
GHA,Ghana,2008,4.27,190,
GHA,Ghana,2007,3.85,190,
GHA,Ghana,2006,2.723175973,191,
GHA,Ghana,2005,1.831197461,191,
GHA,Ghana,2004,1.716797704,191,
GHA,Ghana,2003,1.193057911,191,
GHA,Ghana,2002,0.830284034,191,
GHA,Ghana,2001,0.20000806,192,
GHA,Ghana,2000,0.153615298,193,
GHA,Ghana,1999,0.104895466,193,
GHA,Ghana,1998,0.032240443,193,
GHA,Ghana,1997,0.027537542,193,
GHA,Ghana,1996,0.005648763,193,
GHA,Ghana,1995,0.000347918,193,
GHA,Ghana,1990,0,193,
GIB,Gibraltar,2012,65.017,1,
GIB,Gibraltar,2011,65,194,
GIB,Gibraltar,2010,65,194,
GIB,Gibraltar,2009,65.07,1,
GIB,Gibraltar,2008,58,1,
GIB,Gibraltar,2007,51.61,194,
GIB,Gibraltar,2006,45.29864751,1,
GIB,Gibraltar,2005,39.07013088,1,
GIB,Gibraltar,2004,32.88608261,1,
GIB,Gibraltar,2003,28.32577979,1,
GIB,Gibraltar,2002,23.67023975,1,
GIB,Gibraltar,2001,21.17110944,195,
GIB,Gibraltar,2000,19.13163812,195,
GIB,Gibraltar,1999,5.936978297,195,
GIB,Gibraltar,1998,4.183794329,195,
GIB,Gibraltar,1997,2.662907268,195,
GIB,Gibraltar,1990,0,195,
GRC,Greece,2012,56,23,
GRC,Greece,2011,53,196,
GRC,Greece,2010,44.4,197,
GRC,Greece,2009,42.4,196,
GRC,Greece,2008,38.2,197,
GRC,Greece,2007,35.88,23,
GRC,Greece,2006,32.25,23,
GRC,Greece,2005,24,23,
GRC,Greece,2004,21.42,23,
GRC,Greece,2003,17.8,23,
GRC,Greece,2002,14.67,198,
GRC,Greece,2001,10.93502581,199,
GRC,Greece,2000,9.138837308,199,
GRC,Greece,1999,6.877292144,199,
GRC,Greece,1998,3.221821786,199,
GRC,Greece,1997,1.849634688,199,
GRC,Greece,1996,1.395360779,199,
GRC,Greece,1995,0.749616477,199,
GRC,Greece,1994,0.378174312,199,
GRC,Greece,1993,0.191062242,199,
GRC,Greece,1992,0.048291602,199,
GRC,Greece,1991,0.048788803,199,
GRC,Greece,1990,0,199,
GRL,Greenland,2012,64.8960101,1,
GRL,Greenland,2011,64,200,
GRL,Greenland,2010,63,200,
GRL,Greenland,2009,62.83,201,
GRL,Greenland,2008,62.82,201,
GRL,Greenland,2007,61.07,201,
GRL,Greenland,2006,59.36168727,,
GRL,Greenland,2005,57.7034045,,
GRL,Greenland,2004,56.09901476,,
GRL,Greenland,2003,54.53425983,,
GRL,Greenland,2002,44.15478903,,
GRL,Greenland,2001,35.46413689,,
GRL,Greenland,2000,31.74781123,,
GRL,Greenland,1999,21.60261331,,
GRL,Greenland,1998,14.65444717,,
GRL,Greenland,1997,7.954504682,,
GRL,Greenland,1996,1.796719191,,
GRL,Greenland,1995,0.053940342,,
GRL,Greenland,1994,0.064712121,,
GRL,Greenland,1990,0,,
GRD,Grenada,2012,42.09025566,1,
GRD,Grenada,2011,38.13,1,
GRD,Grenada,2010,33.46,1,
GRD,Grenada,2009,24.05,1,
GRD,Grenada,2008,23.18,1,
GRD,Grenada,2007,22.29,202,
GRD,Grenada,2006,21.39599117,1,
GRD,Grenada,2005,20.48780488,1,
GRD,Grenada,2004,19.57062058,1,
GRD,Grenada,2003,18.64518218,1,
GRD,Grenada,2002,14.75884055,,
GRD,Grenada,2001,5.128103982,,
GRD,Grenada,2000,4.063907991,,
GRD,Grenada,1999,2.473166147,,
GRD,Grenada,1998,1.484854484,,
GRD,Grenada,1997,0.990883868,,
GRD,Grenada,1996,0.298032982,,
GRD,Grenada,1995,0,,
GRD,Grenada,1994,0,,
GRD,Grenada,1993,0,,
GRD,Grenada,1992,0,,
GRD,Grenada,1991,0,,
GRD,Grenada,1990,0,,
GRD,Grenada,1989,0,,
GRD,Grenada,1988,0,,
GRD,Grenada,1987,0,,
GRD,Grenada,1986,0,,
GRD,Grenada,1985,0,,
GRD,Grenada,1984,0,,
GRD,Grenada,1983,0,,
GRD,Grenada,1982,0,,
GRD,Grenada,1981,0,,
GRD,Grenada,1980,0,,
GRD,Grenada,1979,0,,
GRD,Grenada,1978,0,,
GRD,Grenada,1977,0,,
GRD,Grenada,1976,0,,
GRD,Grenada,1975,0,,
GRD,Grenada,1970,0,,
GRD,Grenada,1965,0,,
GRD,Grenada,1960,0,,
GUM,Guam,2012,61.53415931,1,
GUM,Guam,2011,57.7,1,
GUM,Guam,2010,54.04,1,
GUM,Guam,2009,50.64202838,1,
GUM,Guam,2008,48.41870215,1,
GUM,Guam,2007,46.15047362,1,
GUM,Guam,2006,43.851443,1,
GUM,Guam,2005,38.55987756,203,
GUM,Guam,2004,36.16178784,203,
GUM,Guam,2003,33.71668179,203,
GUM,Guam,2002,31.19229426,203,
GUM,Guam,2001,25.38022753,203,
GUM,Guam,2000,16.11312704,203,
GUM,Guam,1999,8.497176323,203,
GUM,Guam,1998,4.50128419,203,
GUM,Guam,1997,2.344571647,203,
GUM,Guam,1996,1.356106888,203,
GUM,Guam,1995,0.659530909,203,
GUM,Guam,1994,0.34845391,203,
GUM,Guam,1990,0,203,
GTM,Guatemala,2012,16,1,
GTM,Guatemala,2011,12.3,1,
GTM,Guatemala,2010,10.5,1,
GTM,Guatemala,2009,9.3,1,
GTM,Guatemala,2008,8.3,1,
GTM,Guatemala,2007,7.3,1,
GTM,Guatemala,2006,6.5,1,
GTM,Guatemala,2005,5.7,,
GTM,Guatemala,2004,5.1,,
GTM,Guatemala,2003,4.548854908,,
GTM,Guatemala,2002,3.39174627,,
GTM,Guatemala,2001,1.738201782,,
GTM,Guatemala,2000,0.712332905,,
GTM,Guatemala,1999,0.592652945,,
GTM,Guatemala,1998,0.466590444,,
GTM,Guatemala,1997,0.095476021,,
GTM,Guatemala,1996,0.019534871,,
GTM,Guatemala,1995,0.002998005,,
GTM,Guatemala,1990,0,,
AAA,Guernsey,2011,83.632,1,
AAA,Guernsey,2006,83.63201912,204,
AAA,Guernsey,2005,73.57102434,204,
AAA,Guernsey,2004,64.51612903,205,
AAA,Guernsey,2003,59.13978495,204,
AAA,Guernsey,2002,53.57142857,206,
AAA,Guernsey,2001,44.46578802,204,
AAA,Guernsey,2000,31.89792663,204,
AAA,Guernsey,1999,15.2,204,
AAA,Guernsey,1998,7.258064516,204,
AAA,Guernsey,1997,3.387096774,204,
AAA,Guernsey,1996,1.62601626,204,
AAA,Guernsey,1990,0,204,
GIN,Guinea,2012,1.490144366,1,
GIN,Guinea,2011,1.3,1,
GIN,Guinea,2010,1,1,
GIN,Guinea,2009,0.94,207,
GIN,Guinea,2008,0.92,207,
GIN,Guinea,2007,0.780025279,208,
GIN,Guinea,2006,0.637492123,,
GIN,Guinea,2005,0.542254181,,
GIN,Guinea,2004,0.508819332,,
GIN,Guinea,2003,0.450960371,,
GIN,Guinea,2002,0.402022749,,
GIN,Guinea,2001,0.175541868,,
GIN,Guinea,2000,0.095424924,,
GIN,Guinea,1999,0.060808919,,
GIN,Guinea,1998,0.006203369,,
GIN,Guinea,1997,0.003803109,,
GIN,Guinea,1996,0.001948942,,
GIN,Guinea,1995,0.000668589,,
GIN,Guinea,1994,0.000138318,,
GIN,Guinea,1990,0,,
GNB,Guinea-Bissau,2012,2.893990621,1,
GNB,Guinea-Bissau,2011,2.672,1,
GNB,Guinea-Bissau,2010,2.45,1,
GNB,Guinea-Bissau,2009,2.303280592,209,
GNB,Guinea-Bissau,2008,2.354888711,209,
GNB,Guinea-Bissau,2007,2.206302237,1,
GNB,Guinea-Bissau,2006,2.057196705,,
GNB,Guinea-Bissau,2005,1.901365316,,
GNB,Guinea-Bissau,2004,1.808142203,,
GNB,Guinea-Bissau,2003,1.354197478,,
GNB,Guinea-Bissau,2002,1.022993234,,
GNB,Guinea-Bissau,2001,0.299569145,,
GNB,Guinea-Bissau,2000,0.230103171,,
GNB,Guinea-Bissau,1999,0.117702448,,
GNB,Guinea-Bissau,1998,0.024060421,,
GNB,Guinea-Bissau,1997,0.016389063,,
GNB,Guinea-Bissau,1990,0,,
GUY,Guyana,2012,33,1,
GUY,Guyana,2011,31,1,
GUY,Guyana,2010,29.9,210,
GUY,Guyana,2009,23.9,210,
GUY,Guyana,2008,18.2,210,
GUY,Guyana,2007,13.8,1,
GUY,Guyana,2001,13.2069865,,
GUY,Guyana,2000,6.611491566,,
GUY,Guyana,1999,3.966354735,,
GUY,Guyana,1998,0.26408811,,
GUY,Guyana,1997,0.131828033,,
GUY,Guyana,1996,0.065854115,,
GUY,Guyana,1990,0,,
HTI,Haiti,2012,9.8,1,
HTI,Haiti,2011,9,1,
HTI,Haiti,2010,8.37,1,
HTI,Haiti,2009,8.1,1,
HTI,Haiti,2008,7.6,1,
HTI,Haiti,2007,7.2,1,
HTI,Haiti,2006,6.796000481,1,
HTI,Haiti,2005,6.376201635,1,
HTI,Haiti,2004,5.401261908,1,
HTI,Haiti,2003,1.647358346,1,
HTI,Haiti,2002,0.893432988,,
HTI,Haiti,2001,0.340832326,,
HTI,Haiti,2000,0.231270715,,
HTI,Haiti,1999,0.070658478,,
HTI,Haiti,1998,0.023999477,,
HTI,Haiti,1996,0.007484253,,
HTI,Haiti,1990,0,,
HND,Honduras,2012,18.11987014,1,
HND,Honduras,2011,15.9,211,
HND,Honduras,2010,11.09,212,
HND,Honduras,2009,9.8,213,
HND,Honduras,2008,9.6,214,
HND,Honduras,2007,9.4,215,
HND,Honduras,2006,7.8,216,
HND,Honduras,2005,6.5,215,
HND,Honduras,2004,5.6,215,
HND,Honduras,2003,4.8,213,
HND,Honduras,2002,2.597402597,,
HND,Honduras,2001,1.415281931,,
HND,Honduras,2000,1.203855999,,
HND,Honduras,1999,0.573575476,,
HND,Honduras,1998,0.301247214,,
HND,Honduras,1997,0.170996468,,
HND,Honduras,1996,0.043711246,,
HND,Honduras,1995,0.036775252,,
HND,Honduras,1990,0,,
HKG,"Hong Kong, China",2012,72.8,217,
HKG,"Hong Kong, China",2011,72.2,153,
HKG,"Hong Kong, China",2010,72,218,
HKG,"Hong Kong, China",2009,69.4,219,
HKG,"Hong Kong, China",2008,66.7,219,
HKG,"Hong Kong, China",2007,64.8,219,
HKG,"Hong Kong, China",2006,60.8,219,
HKG,"Hong Kong, China",2005,56.9,219,
HKG,"Hong Kong, China",2004,56.39988039,220,
HKG,"Hong Kong, China",2003,52.20004335,220,
HKG,"Hong Kong, China",2002,43.08238303,220,
HKG,"Hong Kong, China",2001,38.67140323,220,
HKG,"Hong Kong, China",2000,27.82776068,220,
HKG,"Hong Kong, China",1999,21.23068197,1,
HKG,"Hong Kong, China",1998,14.54597958,1,
HKG,"Hong Kong, China",1997,10.51875705,1,
HKG,"Hong Kong, China",1996,4.748838672,1,
HKG,"Hong Kong, China",1995,3.218635643,1,
HKG,"Hong Kong, China",1994,2.784198266,1,
HKG,"Hong Kong, China",1993,1.334568031,1,
HKG,"Hong Kong, China",1992,0.849527883,1,
HKG,"Hong Kong, China",1991,0.120955444,1,
HKG,"Hong Kong, China",1990,0,1,
HUN,Hungary,2012,72,23,
HUN,Hungary,2011,70,23,
HUN,Hungary,2010,65,23,
HUN,Hungary,2009,62,23,
HUN,Hungary,2008,61,23,
HUN,Hungary,2007,53.3,23,
HUN,Hungary,2006,47.06,23,
HUN,Hungary,2005,38.97,23,
HUN,Hungary,2004,27.74,130,
HUN,Hungary,2003,21.63,221,
HUN,Hungary,2002,16.67,221,
HUN,Hungary,2001,14.5285543,221,
HUN,Hungary,2000,6.999676351,221,
HUN,Hungary,1999,5.857840749,221,
HUN,Hungary,1998,3.894643278,221,
HUN,Hungary,1997,1.942449872,222,
HUN,Hungary,1996,0.969239536,222,
HUN,Hungary,1995,0.677486054,222,
HUN,Hungary,1994,0.483580975,222,
HUN,Hungary,1993,0.193414395,222,
HUN,Hungary,1992,0.048353421,222,
HUN,Hungary,1991,0.00338263,222,
HUN,Hungary,1990,0,222,
ISL,Iceland,2012,96.21,198,
ISL,Iceland,2011,94.82,198,
ISL,Iceland,2010,93.39,223,
ISL,Iceland,2009,93,224,
ISL,Iceland,2008,91,224,
ISL,Iceland,2007,90.6,23,
ISL,Iceland,2006,89.51,23,
ISL,Iceland,2005,87,23,
ISL,Iceland,2004,83.88,23,
ISL,Iceland,2003,83.14,23,
ISL,Iceland,2002,79.12,225,
ISL,Iceland,2001,49.39299537,226,
ISL,Iceland,2000,44.47053382,226,
ISL,Iceland,1999,41.29456671,226,
ISL,Iceland,1998,36.2642065,226,
ISL,Iceland,1997,27.47886875,226,
ISL,Iceland,1996,14.80647932,226,
ISL,Iceland,1995,11.2158757,226,
ISL,Iceland,1994,6.794811784,226,
ISL,Iceland,1993,2.667825265,226,
ISL,Iceland,1992,1.53916008,226,
ISL,Iceland,1991,0.505129002,226,
ISL,Iceland,1990,0,226,
IND,India,2012,12.58006091,1,
IND,India,2011,10.07,227,
IND,India,2010,7.5,1,
IND,India,2009,5.12,228,
IND,India,2008,4.38,228,
IND,India,2007,3.95,229,
IND,India,2006,2.805499865,230,
IND,India,2005,2.388075,1,
IND,India,2004,1.976136492,1,
IND,India,2003,1.686489971,231,
IND,India,2002,1.537875582,232,
IND,India,2001,0.660146377,232,
IND,India,2000,0.52753245,232,
IND,India,1999,0.273224277,233,
IND,India,1998,0.139027329,233,
IND,India,1997,0.070767849,233,
IND,India,1996,0.046333977,233,
IND,India,1995,0.026228879,233,
IND,India,1994,0.001069562,233,
IND,India,1993,0.000218176,232,
IND,India,1992,0.000111308,232,
IND,India,1990,0,232,
IDN,Indonesia,2012,15.36,234,
IDN,Indonesia,2011,12.28,234,
IDN,Indonesia,2010,10.92,235,
IDN,Indonesia,2009,6.92,235,
IDN,Indonesia,2008,7.917479385,1,
IDN,Indonesia,2007,5.786274729,236,
IDN,Indonesia,2006,4.764813134,236,
IDN,Indonesia,2005,3.602024763,236,
IDN,Indonesia,2004,2.600285876,236,
IDN,Indonesia,2003,2.38701978,236,
IDN,Indonesia,2002,2.134135733,236,
IDN,Indonesia,2001,2.018613859,236,
IDN,Indonesia,2000,0.925563864,236,
IDN,Indonesia,1999,0.444415936,237,
IDN,Indonesia,1998,0.255306646,237,
IDN,Indonesia,1997,0.194910264,237,
IDN,Indonesia,1996,0.056623989,237,
IDN,Indonesia,1995,0.026109477,237,
IDN,Indonesia,1994,0.001059744,237,
IDN,Indonesia,1990,0,237,
IRN,Iran (Islamic Rep. of),2012,25.99763603,1,
IRN,Iran (Islamic Rep. of),2011,21,1,
IRN,Iran (Islamic Rep. of),2010,14.7,238,
IRN,Iran (Islamic Rep. of),2009,11.07,238,
IRN,Iran (Islamic Rep. of),2008,10.24,1,
IRN,Iran (Islamic Rep. of),2007,9.47,1,
IRN,Iran (Islamic Rep. of),2006,8.76,1,
IRN,Iran (Islamic Rep. of),2005,8.1,1,
IRN,Iran (Islamic Rep. of),2004,7.49,1,
IRN,Iran (Islamic Rep. of),2003,6.933721953,239,
IRN,Iran (Islamic Rep. of),2002,4.626175115,240,
IRN,Iran (Islamic Rep. of),2001,1.484221332,240,
IRN,Iran (Islamic Rep. of),2000,0.93419002,240,
IRN,Iran (Islamic Rep. of),1999,0.378569095,240,
IRN,Iran (Islamic Rep. of),1998,0.099815221,240,
IRN,Iran (Islamic Rep. of),1997,0.046756094,240,
IRN,Iran (Islamic Rep. of),1996,0.01582608,240,
IRN,Iran (Islamic Rep. of),1995,0.004179752,240,
IRN,Iran (Islamic Rep. of),1994,0.000408332,240,
IRN,Iran (Islamic Rep. of),1990,0,240,
IRQ,Iraq,2012,7.1,1,
IRQ,Iraq,2011,5,1,
IRQ,Iraq,2010,2.5,241,
IRQ,Iraq,2009,1.06,241,
IRQ,Iraq,2008,1,241,
IRQ,Iraq,2007,0.93,241,
IRQ,Iraq,2006,0.952344244,241,
IRQ,Iraq,2005,0.9,1,
IRQ,Iraq,2004,0.9,1,
IRQ,Iraq,2003,0.6,1,
IRQ,Iraq,2002,0.5,1,
IRQ,Iraq,2001,0.1,1,
IRQ,Iraq,1990,0,,
IRL,Ireland,2012,79,23,
IRL,Ireland,2011,76.82,23,
IRL,Ireland,2010,69.85,23,
IRL,Ireland,2009,67.38,23,
IRL,Ireland,2008,65.34,23,
IRL,Ireland,2007,61.15832455,23,
IRL,Ireland,2006,54.82,23,
IRL,Ireland,2005,41.61,23,
IRL,Ireland,2004,36.99,23,
IRL,Ireland,2003,34.31,23,
IRL,Ireland,2002,25.85,242,
IRL,Ireland,2001,23.13881219,243,
IRL,Ireland,2000,17.85046724,243,
IRL,Ireland,1999,10.93380859,243,
IRL,Ireland,1998,8.096010043,1,
IRL,Ireland,1997,4.08825507,1,
IRL,Ireland,1996,2.199301832,1,
IRL,Ireland,1995,1.108386328,1,
IRL,Ireland,1994,0.558377222,1,
IRL,Ireland,1993,0.281141005,1,
IRL,Ireland,1992,0.169686377,1,
IRL,Ireland,1991,0.056796044,1,
IRL,Ireland,1990,0,1,
ISR,Israel,2012,73.3650161,1,
ISR,Israel,2011,68.9,244,
ISR,Israel,2010,67.5,245,
ISR,Israel,2009,63.12,246,
ISR,Israel,2008,59.39,246,
ISR,Israel,2007,48.12806219,246,
ISR,Israel,2006,27.88107446,,
ISR,Israel,2005,25.19404242,,
ISR,Israel,2004,22.77048553,,
ISR,Israel,2003,19.59339366,,
ISR,Israel,2002,17.76459906,,
ISR,Israel,2001,17.37862386,,
ISR,Israel,2000,20.87379,,
ISR,Israel,1999,13.43612191,,
ISR,Israel,1998,10.30706995,,
ISR,Israel,1997,4.399405482,,
ISR,Israel,1996,2.1683676,,
ISR,Israel,1995,0.93042297,,
ISR,Israel,1994,0.57696646,,
ISR,Israel,1993,0.398833333,,
ISR,Israel,1992,0.310579197,,
ISR,Israel,1991,0.2146241,,
ISR,Israel,1990,0.110773866,,
ITA,Italy,2012,58,23,
ITA,Italy,2011,56.8,23,
ITA,Italy,2010,53.68,23,
ITA,Italy,2009,48.83,23,
ITA,Italy,2008,44.53,23,
ITA,Italy,2007,40.79,23,
ITA,Italy,2006,37.99,23,
ITA,Italy,2005,35,23,
ITA,Italy,2004,33.24,23,
ITA,Italy,2003,29.04,23,
ITA,Italy,2002,28.04,198,
ITA,Italy,2001,27.22211698,247,
ITA,Italy,2000,23.11087424,247,
ITA,Italy,1999,14.37841019,247,
ITA,Italy,1998,4.558519565,247,
ITA,Italy,1997,2.276737834,247,
ITA,Italy,1996,1.023289903,247,
ITA,Italy,1995,0.524412787,247,
ITA,Italy,1994,0.192304619,247,
ITA,Italy,1993,0.122462053,247,
ITA,Italy,1992,0.070053433,247,
ITA,Italy,1991,0.035063256,247,
ITA,Italy,1990,0.017544562,247,
JAM,Jamaica,2012,46.5,1,
JAM,Jamaica,2011,37.49,248,
JAM,Jamaica,2010,27.67,249,
JAM,Jamaica,2009,24.3,250,
JAM,Jamaica,2008,23.6,250,
JAM,Jamaica,2007,21.1,1,
JAM,Jamaica,2006,16.4,1,
JAM,Jamaica,2005,12.8,1,
JAM,Jamaica,2004,10,1,
JAM,Jamaica,2003,7.8,1,
JAM,Jamaica,2002,6.1,1,
JAM,Jamaica,2001,3.863020387,251,
JAM,Jamaica,2000,3.115778027,251,
JAM,Jamaica,1999,2.355688556,251,
JAM,Jamaica,1998,1.978726318,251,
JAM,Jamaica,1997,0.797797441,251,
JAM,Jamaica,1996,0.591145842,251,
JAM,Jamaica,1995,0.109487986,251,
JAM,Jamaica,1994,0.036817104,251,
JAM,Jamaica,1990,0,251,
JPN,Japan,2012,79.05,252,
JPN,Japan,2011,79.05452093,252,
JPN,Japan,2010,78.21,252,
JPN,Japan,2009,78,253,
JPN,Japan,2008,75.4,253,
JPN,Japan,2007,74.3,253,
JPN,Japan,2006,68.68527032,253,
JPN,Japan,2005,66.9210661,253,
JPN,Japan,2004,62.39392963,254,
JPN,Japan,2003,48.43526589,255,
JPN,Japan,2002,46.59420112,255,
JPN,Japan,2001,38.53206086,255,
JPN,Japan,2000,29.99074036,255,
JPN,Japan,1999,21.39129031,255,
JPN,Japan,1998,13.41404088,255,
JPN,Japan,1997,9.16307714,256,
JPN,Japan,1996,4.372981968,256,
JPN,Japan,1995,1.594363148,256,
JPN,Japan,1994,0.799684291,256,
JPN,Japan,1993,0.401277526,256,
JPN,Japan,1992,0.096678025,256,
JPN,Japan,1991,0.040438041,256,
JPN,Japan,1990,0.020293683,256,
GBJ,Jersey,2012,41.03,1,
GBJ,Jersey,2011,36,1,
GBJ,Jersey,2007,32.38636364,1,
GBJ,Jersey,2006,31.81818182,,
GBJ,Jersey,2005,31.25,,
GBJ,Jersey,2004,30.68181818,,
GBJ,Jersey,2003,22.72727273,,
GBJ,Jersey,2002,19.40639269,,
GBJ,Jersey,2001,16.05762393,,
GBJ,Jersey,2000,9.218713989,,
GBJ,Jersey,1999,6.946856547,,
GBJ,Jersey,1998,4.653272996,,
GBJ,Jersey,1997,3.347093607,,
GBJ,Jersey,1996,1.138329842,,
GBJ,Jersey,1990,0,,
JOR,Jordan,2012,41,1,
JOR,Jordan,2011,34.9,257,
JOR,Jordan,2010,27.2,257,
JOR,Jordan,2009,26,258,
JOR,Jordan,2008,23,1,
JOR,Jordan,2007,20,259,
JOR,Jordan,2006,13.86710879,,
JOR,Jordan,2005,12.93285205,,
JOR,Jordan,2004,11.65874137,,
JOR,Jordan,2003,8.466005016,,
JOR,Jordan,2002,6.025532412,,
JOR,Jordan,2001,4.705719581,,
JOR,Jordan,2000,2.623275422,,
JOR,Jordan,1999,2.526965353,,
JOR,Jordan,1998,1.305888264,,
JOR,Jordan,1997,0.599341106,,
JOR,Jordan,1996,0.044938549,,
JOR,Jordan,1995,0.02323392,,
JOR,Jordan,1990,0,,
KAZ,Kazakhstan,2012,53.31566912,1,
KAZ,Kazakhstan,2011,50.6,260,
KAZ,Kazakhstan,2010,31.6,261,
KAZ,Kazakhstan,2009,18.2,262,
KAZ,Kazakhstan,2008,11,262,
KAZ,Kazakhstan,2007,4.02,262,
KAZ,Kazakhstan,2006,3.268369051,,
KAZ,Kazakhstan,2005,2.961707492,,
KAZ,Kazakhstan,2004,2.650394657,,
KAZ,Kazakhstan,2003,2.000414753,,
KAZ,Kazakhstan,2002,1.674770995,,
KAZ,Kazakhstan,2001,1.006124211,,
KAZ,Kazakhstan,2000,0.668594403,,
KAZ,Kazakhstan,1999,0.464277218,,
KAZ,Kazakhstan,1998,0.131069604,,
KAZ,Kazakhstan,1997,0.064596754,,
KAZ,Kazakhstan,1996,0.031824512,,
KAZ,Kazakhstan,1995,0.011302355,,
KAZ,Kazakhstan,1994,0.000521079,,
KAZ,Kazakhstan,1990,0,,
KEN,Kenya,2012,32.09541711,1,
KEN,Kenya,2011,28,1,
KEN,Kenya,2010,14,263,
KEN,Kenya,2009,10.04,263,
KEN,Kenya,2008,8.67,264,
KEN,Kenya,2007,7.95,264,
KEN,Kenya,2006,7.53378972,,
KEN,Kenya,2005,3.101897702,,
KEN,Kenya,2004,3.023528042,,
KEN,Kenya,2003,2.941902861,,
KEN,Kenya,2002,1.207773885,,
KEN,Kenya,2001,0.619782266,,
KEN,Kenya,2000,0.318059714,,
KEN,Kenya,1999,0.114256028,,
KEN,Kenya,1998,0.050261388,,
KEN,Kenya,1997,0.034406051,,
KEN,Kenya,1996,0.008839115,,
KEN,Kenya,1995,0.000727482,,
KEN,Kenya,1990,0,,
KIR,Kiribati,2012,10.74679768,1,
KIR,Kiribati,2011,10,265,
KIR,Kiribati,2010,9.07,265,
KIR,Kiribati,2009,8.97,265,
KIR,Kiribati,2008,7,1,
KIR,Kiribati,2007,6,1,
KIR,Kiribati,2006,4.5,266,
KIR,Kiribati,2005,4,1,
KIR,Kiribati,2004,3.5,1,
KIR,Kiribati,2003,3,1,
KIR,Kiribati,2002,2.5,1,
KIR,Kiribati,2001,2.337458948,1,
KIR,Kiribati,2000,1.785225474,1,
KIR,Kiribati,1999,1.211577838,1,
KIR,Kiribati,1998,0.616545618,1,
KIR,Kiribati,1990,0,,
KOR,Korea (Rep. of),2012,84.1,267,
KOR,Korea (Rep. of),2011,83.8,268,
KOR,Korea (Rep. of),2010,83.7,268,
KOR,Korea (Rep. of),2009,81.6,269,
KOR,Korea (Rep. of),2008,81,268,
KOR,Korea (Rep. of),2007,78.8,270,
KOR,Korea (Rep. of),2006,78.1,270,
KOR,Korea (Rep. of),2005,73.5,270,
KOR,Korea (Rep. of),2004,72.7,270,
KOR,Korea (Rep. of),2003,65.5,271,
KOR,Korea (Rep. of),2002,59.4,271,
KOR,Korea (Rep. of),2001,56.6,272,
KOR,Korea (Rep. of),2000,44.7,272,
KOR,Korea (Rep. of),1999,23.55219445,273,
KOR,Korea (Rep. of),1998,6.781815468,273,
KOR,Korea (Rep. of),1997,3.600801564,273,
KOR,Korea (Rep. of),1996,1.624237192,273,
KOR,Korea (Rep. of),1995,0.81968667,273,
KOR,Korea (Rep. of),1994,0.311359364,273,
KOR,Korea (Rep. of),1993,0.249946523,273,
KOR,Korea (Rep. of),1992,0.098404337,273,
KOR,Korea (Rep. of),1991,0.046124435,273,
KOR,Korea (Rep. of),1990,0.023265092,273,
KWT,Kuwait,2012,79.17820132,1,
KWT,Kuwait,2011,74.2,274,
KWT,Kuwait,2010,61.4,1,
KWT,Kuwait,2009,50.8,1,
KWT,Kuwait,2008,42,1,
KWT,Kuwait,2007,34.8,1,
KWT,Kuwait,2006,28.79119795,,
KWT,Kuwait,2005,25.92610837,,
KWT,Kuwait,2004,22.92711204,,
KWT,Kuwait,2003,22.40293838,,
KWT,Kuwait,2002,10.24896793,,
KWT,Kuwait,2001,8.551792434,,
KWT,Kuwait,2000,6.731395768,,
KWT,Kuwait,1999,4.756222209,,
KWT,Kuwait,1998,3.052397455,,
KWT,Kuwait,1997,2.174535859,,
KWT,Kuwait,1996,0.855662317,,
KWT,Kuwait,1995,0.202898433,,
KWT,Kuwait,1994,0.147162703,,
KWT,Kuwait,1993,0.091082245,,
KWT,Kuwait,1990,0,,
